date;Angle;Solargis/diffuse_horizontal_irradiation;Solargis/direct_normal_irradiation;Solargis/global_horizontal_irradiation
16/09/2023 10:00;-45.5754448229848;178;534;453
16/09/2023 11:00;-36.2526784103738;274;302;467
16/09/2023 12:00;-25.118388235948;332;204;480
16/09/2023 13:00;-10.7711871323651;318;395;619
16/09/2023 14:00;8.36277727255701;226;639;703
16/09/2023 15:00;32.2352773435522;203;637;640
16/09/2023 16:00;56.7056105289967;189;561;515
16/09/2023 17:00;76.9541636189728;198;228;299
16/09/2023 18:00;10;104;219;167
16/09/2023 19:00;10;27;19;29
16/09/2023 20:00;10;0;0;0
16/09/2023 21:00;10;0;0;0
16/09/2023 22:00;10;0;0;0
16/09/2023 23:00;10;0;0;0
17/09/2023 00:00;10;0;0;0
17/09/2023 01:00;10;0;0;0
17/09/2023 02:00;10;0;0;0
17/09/2023 03:00;10;0;0;0
17/09/2023 04:00;10;0;0;0
17/09/2023 05:00;10;0;0;0
17/09/2023 06:00;-83.9890380070779;0;0;0
17/09/2023 07:00;-72.4310372292646;3;0;3
17/09/2023 08:00;-62.9546861053821;41;0;41
17/09/2023 09:00;-54.3852351018791;56;0;56
17/09/2023 10:00;-45.8537988531859;86;0;86
17/09/2023 11:00;-36.5296630791071;51;0;51
17/09/2023 12:00;-25.385395560797;44;0;44
17/09/2023 13:00;-10.9947053255654;52;0;52
17/09/2023 14:00;8.26523599994226;57;1;57
17/09/2023 15:00;32.3673582793104;88;2;90
17/09/2023 16:00;57.0484408163479;105;0;105
17/09/2023 17:00;77.3792875126116;121;25;130
17/09/2023 18:00;10;101;71;121
17/09/2023 19:00;10;8;0;8
17/09/2023 20:00;10;0;0;0
17/09/2023 21:00;10;0;0;0
17/09/2023 22:00;10;0;0;0
17/09/2023 23:00;10;0;0;0
18/09/2023 00:00;10;0;0;0
18/09/2023 01:00;10;0;0;0
18/09/2023 02:00;10;0;0;0
18/09/2023 03:00;10;0;0;0
18/09/2023 04:00;10;0;0;0
18/09/2023 05:00;10;0;0;0
18/09/2023 06:00;-84.2776769535725;0;0;0
18/09/2023 07:00;-72.7226667102292;3;0;3
18/09/2023 08:00;-63.2402856856048;64;151;99
18/09/2023 09:00;-54.6660771547353;122;479;292
18/09/2023 10:00;-46.1331832885376;165;563;454
18/09/2023 11:00;-36.8084277137192;189;637;593
18/09/2023 12:00;-25.655069577514;226;618;669
18/09/2023 13:00;-11.2215484956589;300;410;608
18/09/2023 14:00;8.16556919492499;323;114;407
18/09/2023 15:00;32.5018836131144;303;384;565
18/09/2023 16:00;57.3968401743968;229;134;305
18/09/2023 17:00;77.8089596955817;187;191;270
18/09/2023 18:00;10;104;203;153
18/09/2023 19:00;10;24;54;31
18/09/2023 20:00;10;0;0;0
18/09/2023 21:00;10;0;0;0
18/09/2023 22:00;10;0;0;0
18/09/2023 23:00;10;0;0;0
19/09/2023 00:00;10;0;0;0
19/09/2023 01:00;10;0;0;0
19/09/2023 02:00;10;0;0;0
19/09/2023 03:00;10;0;0;0
19/09/2023 04:00;10;0;0;0
19/09/2023 05:00;10;0;0;0
19/09/2023 06:00;-84.5641721807731;0;0;0
19/09/2023 07:00;-73.0131830928458;5;29;7
19/09/2023 08:00;-63.52557934496;59;299;115
19/09/2023 09:00;-54.9472791482087;113;485;283
19/09/2023 10:00;-46.4135846918651;137;637;463
19/09/2023 11:00;-37.088976300774;139;750;613
19/09/2023 12:00;-25.9274522971782;149;781;706
19/09/2023 13:00;-11.4518272575929;159;778;741
19/09/2023 14:00;8.06361169052809;201;674;697
19/09/2023 15:00;32.6387581254644;243;501;581
19/09/2023 16:00;57.7507293999738;242;340;431
19/09/2023 17:00;78.243028603286;173;236;281
19/09/2023 18:00;10;96;28;104
19/09/2023 19:00;10;15;0;15
19/09/2023 20:00;10;0;0;0
19/09/2023 21:00;10;0;0;0
19/09/2023 22:00;10;0;0;0
19/09/2023 23:00;10;0;0;0
20/09/2023 00:00;10;0;0;0
20/09/2023 01:00;10;0;0;0
20/09/2023 02:00;10;0;0;0
20/09/2023 03:00;10;0;0;0
20/09/2023 04:00;10;0;0;0
20/09/2023 05:00;10;0;0;0
20/09/2023 06:00;-84.8485568726599;0;0;0
20/09/2023 07:00;-73.3025828552268;3;0;3
20/09/2023 08:00;-63.8105499059644;43;2;43
20/09/2023 09:00;-55.2288215393909;114;4;116
20/09/2023 10:00;-46.6949892119671;213;45;236
20/09/2023 11:00;-37.3713118182996;155;12;162
20/09/2023 12:00;-26.2025847224728;80;0;80
20/09/2023 13:00;-11.6856532869457;132;2;134
20/09/2023 14:00;7.95919270861633;224;51;260
20/09/2023 15:00;32.7778811596451;271;32;294
20/09/2023 16:00;58.1100237011936;206;17;215
20/09/2023 17:00;78.6813373556481;176;135;229
20/09/2023 18:00;10;86;47;98
20/09/2023 19:00;10;20;21;23
20/09/2023 20:00;10;0;0;0
20/09/2023 21:00;10;0;0;0
20/09/2023 22:00;10;0;0;0
20/09/2023 23:00;10;0;0;0
21/09/2023 00:00;10;0;0;0
21/09/2023 01:00;10;0;0;0
21/09/2023 02:00;10;0;0;0
21/09/2023 03:00;10;0;0;0
21/09/2023 04:00;10;0;0;0
21/09/2023 05:00;10;0;0;0
21/09/2023 06:00;-85;0;0;0
21/09/2023 07:00;-73.5908641972087;4;26;6
21/09/2023 08:00;-64.0951811506155;31;51;36
21/09/2023 09:00;-55.510684965584;48;1;49
21/09/2023 10:00;-46.9773824367124;171;13;178
21/09/2023 11:00;-37.6554360449748;225;41;252
21/09/2023 12:00;-26.480506584264;218;330;454
21/09/2023 13:00;-11.9231390362009;252;560;666
21/09/2023 14:00;7.85213589234239;322;111;403
21/09/2023 15:00;32.9191465103549;276;369;517
21/09/2023 16:00;58.4746326142015;158;104;220
21/09/2023 17:00;79.1237238391411;73;7;76
21/09/2023 18:00;10;35;14;39
21/09/2023 19:00;10;16;20;18
21/09/2023 20:00;10;0;0;0
21/09/2023 21:00;10;0;0;0
21/09/2023 22:00;10;0;0;0
21/09/2023 23:00;10;0;0;0
22/09/2023 00:00;10;0;0;0
22/09/2023 01:00;10;0;0;0
22/09/2023 02:00;10;0;0;0
22/09/2023 03:00;10;0;0;0
22/09/2023 04:00;10;0;0;0
22/09/2023 05:00;10;0;0;0
22/09/2023 06:00;-85;0;0;0
22/09/2023 07:00;-73.8780268479826;3;23;5
22/09/2023 08:00;-64.3794576740353;57;241;95
22/09/2023 09:00;-55.7928501108372;114;416;258
22/09/2023 10:00;-47.2607492451631;115;694;462
22/09/2023 11:00;-37.9413493666492;117;787;605
22/09/2023 12:00;-26.7612560697477;112;849;707
22/09/2023 13:00;-12.1643974318324;118;851;743
22/09/2023 14:00;7.74225935163758;142;796;714
22/09/2023 15:00;33.0624423097995;134;767;637
22/09/2023 16:00;58.8444599225661;113;734;515
22/09/2023 17:00;79.570020798356;87;672;358
22/09/2023 18:00;10;67;184;119
22/09/2023 19:00;10;14;44;18
22/09/2023 20:00;10;0;0;0
22/09/2023 21:00;10;0;0;0
22/09/2023 22:00;10;0;0;0
22/09/2023 23:00;10;0;0;0
23/09/2023 00:00;10;0;0;0
23/09/2023 01:00;10;0;0;0
23/09/2023 02:00;10;0;0;0
23/09/2023 03:00;10;0;0;0
23/09/2023 04:00;10;0;0;0
23/09/2023 05:00;10;0;0;0
23/09/2023 06:00;-85;0;0;0
23/09/2023 07:00;-74.1640718751804;3;33;5
23/09/2023 08:00;-64.6633647380368;42;470;120
23/09/2023 09:00;-56.0752975722239;70;688;302
23/09/2023 10:00;-47.5450736592089;89;784;475
23/09/2023 11:00;-38.2290505807533;100;841;618
23/09/2023 12:00;-27.0448695426093;133;820;704
23/09/2023 13:00;-12.4095415517107;231;603;671
23/09/2023 14:00;7.62937572295934;195;678;679
23/09/2023 15:00;33.2076509111083;195;642;610
23/09/2023 16:00;59.2194035794553;121;713;507
23/09/2023 17:00;80.0200559369378;78;709;360
23/09/2023 18:00;10;52;547;179
23/09/2023 19:00;10;15;128;27
23/09/2023 20:00;10;0;0;0
23/09/2023 21:00;10;0;0;0
23/09/2023 22:00;10;0;0;0
23/09/2023 23:00;10;0;0;0
24/09/2023 00:00;10;0;0;0
24/09/2023 01:00;10;0;0;0
24/09/2023 02:00;10;0;0;0
24/09/2023 03:00;10;0;0;0
24/09/2023 04:00;10;0;0;0
24/09/2023 05:00;10;0;0;0
24/09/2023 06:00;-85;0;0;0
24/09/2023 07:00;-74.4490014959751;4;31;5
24/09/2023 08:00;-64.9468881251111;41;466;118
24/09/2023 09:00;-56.3580077263162;71;683;298
24/09/2023 10:00;-47.8303386952164;90;780;471
24/09/2023 11:00;-38.518536699193;101;839;613
24/09/2023 12:00;-27.3313812557249;106;870;708
24/09/2023 13:00;-12.658684282381;113;867;741
24/09/2023 14:00;7.51329224460751;109;869;724
24/09/2023 15:00;33.3546487689322;102;849;649
24/09/2023 16:00;59.5993556327345;93;798;521
24/09/2023 17:00;80.4736520276754;76;715;356
24/09/2023 18:00;10;52;541;173
24/09/2023 19:00;10;14;114;25
24/09/2023 20:00;10;0;0;0
24/09/2023 21:00;10;0;0;0
24/09/2023 22:00;10;0;0;0
24/09/2023 23:00;10;0;0;0
25/09/2023 00:00;10;0;0;0
25/09/2023 01:00;10;0;0;0
25/09/2023 02:00;10;0;0;0
25/09/2023 03:00;10;0;0;0
25/09/2023 04:00;10;0;0;0
25/09/2023 05:00;10;0;0;0
25/09/2023 06:00;-85;0;0;0
25/09/2023 07:00;-74.7328188907252;4;26;5
25/09/2023 08:00;-65.2300139933032;37;483;116
25/09/2023 09:00;-56.6409605963153;63;715;299
25/09/2023 10:00;-48.1165262162042;79;810;472
25/09/2023 11:00;-38.8098027503412;89;866;614
25/09/2023 12:00;-27.6208230569909;94;896;710
25/09/2023 13:00;-12.9119379558206;100;891;742
25/09/2023 14:00;7.39381084903621;95;896;726
25/09/2023 15:00;33.50330631709;88;883;653
25/09/2023 16:00;59.9842021531225;81;832;522
25/09/2023 17:00;80.9306270314863;66;751;356
25/09/2023 18:00;10;45;582;173
25/09/2023 19:00;10;13;111;24
25/09/2023 20:00;10;0;0;0
25/09/2023 21:00;10;0;0;0
25/09/2023 22:00;10;0;0;0
25/09/2023 23:00;10;0;0;0
26/09/2023 00:00;10;0;0;0
26/09/2023 01:00;10;0;0;0
26/09/2023 02:00;10;0;0;0
26/09/2023 03:00;10;0;0;0
26/09/2023 04:00;10;0;0;0
26/09/2023 05:00;10;0;0;0
26/09/2023 06:00;-85;0;0;0
26/09/2023 07:00;-75.0155280196655;2;0;2
26/09/2023 08:00;-65.5127287324448;54;100;72
26/09/2023 09:00;-56.9241357202983;124;261;210
26/09/2023 10:00;-48.4036167850646;218;205;314
26/09/2023 11:00;-39.1028415807916;213;473;503
26/09/2023 12:00;-27.9132240889484;102;863;692
26/09/2023 13:00;-13.1694139653565;99;881;730
26/09/2023 14:00;7.27072827368658;94;886;714
26/09/2023 15:00;33.653487843132;88;869;639
26/09/2023 16:00;60.3738231655261;80;817;510
26/09/2023 17:00;81.3907942249878;65;737;345
26/09/2023 18:00;10;43;572;165
26/09/2023 19:00;10;10;108;20
26/09/2023 20:00;10;0;0;0
26/09/2023 21:00;10;0;0;0
26/09/2023 22:00;10;0;0;0
26/09/2023 23:00;10;0;0;0
27/09/2023 00:00;10;0;0;0
27/09/2023 01:00;10;0;0;0
27/09/2023 02:00;10;0;0;0
27/09/2023 03:00;10;0;0;0
27/09/2023 04:00;10;0;0;0
27/09/2023 05:00;10;0;0;0
27/09/2023 06:00;-85;0;0;0
27/09/2023 07:00;-75.2971334431075;3;0;3
27/09/2023 08:00;-65.7950188221931;43;363;99
27/09/2023 09:00;-57.2075120210317;109;390;233
27/09/2023 10:00;-48.6915895193636;155;484;390
27/09/2023 11:00;-39.3976436575524;115;773;579
27/09/2023 12:00;-28.2086104829428;115;823;674
27/09/2023 13:00;-13.4312223604839;167;724;682
27/09/2023 14:00;7.14383619199521;151;743;667
27/09/2023 15:00;33.805051359703;125;763;604
27/09/2023 16:00;60.7680925836792;100;741;486
27/09/2023 17:00;81.8539623363028;84;630;321
27/09/2023 18:00;10;59;375;138
27/09/2023 19:00;10;9;55;14
27/09/2023 20:00;10;0;0;0
27/09/2023 21:00;10;0;0;0
27/09/2023 22:00;10;0;0;0
27/09/2023 23:00;10;0;0;0
28/09/2023 00:00;10;0;0;0
28/09/2023 01:00;10;0;0;0
28/09/2023 02:00;10;0;0;0
28/09/2023 03:00;10;0;0;0
28/09/2023 04:00;10;0;0;0
28/09/2023 05:00;10;0;0;0
28/09/2023 06:00;-85;0;0;0
28/09/2023 07:00;-75.5776401455898;2;0;2
28/09/2023 08:00;-66.076870692315;49;236;86
28/09/2023 09:00;-57.4910676777987;106;438;249
28/09/2023 10:00;-48.9804219482553;115;676;436
28/09/2023 11:00;-39.6941968714024;128;752;575
28/09/2023 12:00;-28.5070050486416;135;790;668
28/09/2023 13:00;-13.6974714204364;145;783;699
28/09/2023 14:00;7.01292136634293;137;792;683
28/09/2023 15:00;33.957848472598;127;772;609
28/09/2023 16:00;61.1668781481957;116;708;481
28/09/2023 17:00;82.3199356887097;93;607;319
28/09/2023 18:00;10;56;428;143
28/09/2023 19:00;10;8;64;13
28/09/2023 20:00;10;0;0;0
28/09/2023 21:00;10;0;0;0
28/09/2023 22:00;10;0;0;0
28/09/2023 23:00;10;0;0;0
29/09/2023 00:00;10;0;0;0
29/09/2023 01:00;10;0;0;0
29/09/2023 02:00;10;0;0;0
29/09/2023 03:00;10;0;0;0
29/09/2023 04:00;10;0;0;0
29/09/2023 05:00;10;0;0;0
29/09/2023 06:00;-85;0;0;0
29/09/2023 07:00;-75.8570533643846;2;0;2
29/09/2023 08:00;-66.3582705856299;35;419;98
29/09/2023 09:00;-57.7747800006945;65;660;273
29/09/2023 10:00;-49.2700898720509;85;760;442
29/09/2023 11:00;-39.9924863421477;95;820;580
29/09/2023 12:00;-28.8084269598121;101;850;671
29/09/2023 13:00;-13.9682672064562;113;835;700
29/09/2023 14:00;6.877765824847;104;848;684
29/09/2023 15:00;34.1117242454154;94;836;612
29/09/2023 16:00;61.5700413681418;86;781;484
29/09/2023 17:00;82.7885143516897;68;697;322
29/09/2023 18:00;10;42;522;146
29/09/2023 19:00;10;6;85;13
29/09/2023 20:00;10;0;0;0
29/09/2023 21:00;10;0;0;0
29/09/2023 22:00;10;0;0;0
29/09/2023 23:00;10;0;0;0
30/09/2023 00:00;10;0;0;0
30/09/2023 01:00;10;0;0;0
30/09/2023 02:00;10;0;0;0
30/09/2023 03:00;10;0;0;0
30/09/2023 04:00;10;0;0;0
30/09/2023 05:00;10;0;0;0
30/09/2023 06:00;-85;0;0;0
30/09/2023 07:00;-76.1353784227377;2;0;2
30/09/2023 08:00;-66.6392044240228;36;388;94
30/09/2023 09:00;-58.0586253078142;70;629;267
30/09/2023 10:00;-49.5605672249942;94;727;433
30/09/2023 11:00;-40.2924942265531;106;789;569
30/09/2023 12:00;-29.1128914373485;114;820;659
30/09/2023 13:00;-14.2437130928233;128;801;687
30/09/2023 14:00;6.73814706401399;117;817;672
30/09/2023 15:00;34.2665170607382;106;804;599
30/09/2023 16:00;61.9774374662218;96;748;473
30/09/2023 17:00;83.2594942989015;76;658;312
30/09/2023 18:00;10;45;484;138
30/09/2023 19:00;10;6;70;11
30/09/2023 20:00;10;0;0;0
30/09/2023 21:00;10;0;0;0
30/09/2023 22:00;10;0;0;0
30/09/2023 23:00;10;0;0;0
01/10/2023 00:00;10;0;0;0
01/10/2023 01:00;10;0;0;0
01/10/2023 02:00;10;0;0;0
01/10/2023 03:00;10;0;0;0
01/10/2023 04:00;10;0;0;0
01/10/2023 05:00;10;0;0;0
01/10/2023 06:00;-85;0;0;0
01/10/2023 07:00;-76.412620568187;1;0;1
01/10/2023 08:00;-66.9196576779082;37;373;92
01/10/2023 09:00;-58.3425788057679;73;622;265
01/10/2023 10:00;-49.8518259417799;96;728;432
01/10/2023 11:00;-40.5941995297424;110;790;569
01/10/2023 12:00;-29.4204094306185;116;824;661
01/10/2023 13:00;-14.5239092768518;130;806;688
01/10/2023 14:00;6.59383827941502;120;820;673
01/10/2023 15:00;34.4220584777903;109;805;599
01/10/2023 16:00;62.388915327663;99;744;470
01/10/2023 17:00;83.7326675725625;79;646;307
01/10/2023 18:00;10;47;441;130
01/10/2023 19:00;10;7;53;11
01/10/2023 20:00;10;0;0;0
01/10/2023 21:00;10;0;0;0
01/10/2023 22:00;10;0;0;0
01/10/2023 23:00;10;0;0;0
02/10/2023 00:00;10;0;0;0
02/10/2023 01:00;10;0;0;0
02/10/2023 02:00;10;0;0;0
02/10/2023 03:00;10;0;0;0
02/10/2023 04:00;10;0;0;0
02/10/2023 05:00;10;0;0;0
02/10/2023 06:00;-85;0;0;0
02/10/2023 07:00;-76.6887848162785;1;0;1
02/10/2023 08:00;-67.1996152395192;42;41;47
02/10/2023 09:00;-58.6266144739399;124;112;156
02/10/2023 10:00;-50.1438358283664;202;173;286
02/10/2023 11:00;-40.8975779208832;214;465;484
02/10/2023 12:00;-29.7309872982886;183;660;617
02/10/2023 13:00;-14.8089522682006;255;399;529
02/10/2023 14:00;6.44460862666224;301;235;457
02/10/2023 15:00;34.5781730865462;174;632;554
02/10/2023 16:00;62.8043174528709;179;438;398
02/10/2023 17:00;84.2078224536832;144;127;193
02/10/2023 18:00;10;62;41;71
02/10/2023 19:00;10;6;2;6
02/10/2023 20:00;10;0;0;0
02/10/2023 21:00;10;0;0;0
02/10/2023 22:00;10;0;0;0
02/10/2023 23:00;10;0;0;0
03/10/2023 00:00;10;0;0;0
03/10/2023 01:00;10;0;0;0
03/10/2023 02:00;10;0;0;0
03/10/2023 03:00;10;0;0;0
03/10/2023 04:00;10;0;0;0
03/10/2023 05:00;10;0;0;0
03/10/2023 06:00;-85;0;0;0
03/10/2023 07:00;-76.9638757999688;0;0;0
03/10/2023 08:00;-67.4790613003674;42;18;43
03/10/2023 09:00;-58.9107049528964;111;7;114
03/10/2023 10:00;-50.4365644376259;179;19;188
03/10/2023 11:00;-41.2026015539913;251;52;282
03/10/2023 12:00;-30.0446264898756;308;150;407
03/10/2023 13:00;-15.0989343580226;278;412;560
03/10/2023 14:00;6.29022351511351;221;565;596
03/10/2023 15:00;34.7346783583051;186;587;538
03/10/2023 16:00;63.2234799139216;187;411;388
03/10/2023 17:00;84.6847436375711;131;325;243
03/10/2023 18:00;10;63;146;92
03/10/2023 19:00;10;5;5;5
03/10/2023 20:00;10;0;0;0
03/10/2023 21:00;10;0;0;0
03/10/2023 22:00;10;0;0;0
03/10/2023 23:00;10;0;0;0
04/10/2023 00:00;10;0;0;0
04/10/2023 01:00;10;0;0;0
04/10/2023 02:00;10;0;0;0
04/10/2023 03:00;10;0;0;0
04/10/2023 04:00;10;0;0;0
04/10/2023 05:00;10;0;0;0
04/10/2023 06:00;-85;0;0;0
04/10/2023 07:00;-77.2378976249735;0;0;0
04/10/2023 08:00;-67.757979233203;41;174;70
04/10/2023 09:00;-59.1948214373362;86;534;245
04/10/2023 10:00;-50.7299769503607;117;651;410
04/10/2023 11:00;-41.5092388947027;133;725;546
04/10/2023 12:00;-30.3613232293446;144;759;635
04/10/2023 13:00;-15.3939430686551;155;751;664
04/10/2023 14:00;6.13044493684289;150;748;643
04/10/2023 15:00;34.8913844927791;149;690;558
04/10/2023 16:00;63.6462323149348;175;446;392
04/10/2023 17:00;85;142;216;211
04/10/2023 18:00;10;60;162;89
04/10/2023 19:00;10;4;4;4
04/10/2023 20:00;10;0;0;0
04/10/2023 21:00;10;0;0;0
04/10/2023 22:00;10;0;0;0
04/10/2023 23:00;10;0;0;0
05/10/2023 00:00;10;0;0;0
05/10/2023 01:00;10;0;0;0
05/10/2023 02:00;10;0;0;0
05/10/2023 03:00;10;0;0;0
05/10/2023 04:00;10;0;0;0
05/10/2023 05:00;10;0;0;0
05/10/2023 06:00;-85;0;0;0
05/10/2023 07:00;-77.5108537312969;0;0;0
05/10/2023 08:00;-68.0363514787941;38;275;76
05/10/2023 09:00;-59.4789335739626;88;527;243
05/10/2023 10:00;-51.0240360622207;121;640;406
05/10/2023 11:00;-41.817454553876;140;711;541
05/10/2023 12:00;-30.6810682021726;152;744;630
05/10/2023 13:00;-15.6940605847593;163;736;659
05/10/2023 14:00;5.96503183354729;159;732;637
05/10/2023 15:00;35.0480942617894;152;686;555
05/10/2023 16:00;64.0723977563687;129;637;432
05/10/2023 17:00;85;90;582;283
05/10/2023 18:00;10;49;336;107
05/10/2023 19:00;10;4;9;4
05/10/2023 20:00;10;0;0;0
05/10/2023 21:00;10;0;0;0
05/10/2023 22:00;10;0;0;0
05/10/2023 23:00;10;0;0;0
06/10/2023 00:00;10;0;0;0
06/10/2023 01:00;10;0;0;0
06/10/2023 02:00;10;0;0;0
06/10/2023 03:00;10;0;0;0
06/10/2023 04:00;10;0;0;0
06/10/2023 05:00;10;0;0;0
06/10/2023 06:00;-85;0;0;0
06/10/2023 07:00;-77.7827467611471;0;0;0
06/10/2023 08:00;-68.3141594378057;35;302;76
06/10/2023 09:00;-59.7630093646362;76;591;247
06/10/2023 10:00;-51.3187018770294;101;714;416
06/10/2023 11:00;-42.1272091288899;115;782;554
06/10/2023 12:00;-31.0038462473619;123;818;645
06/10/2023 13:00;-15.9993631670391;131;813;674
06/10/2023 14:00;5.79374050417585;124;820;656
06/10/2023 15:00;35.2046028497258;116;793;577
06/10/2023 16:00;64.5017928032581;103;729;446
06/10/2023 17:00;85;80;622;283
06/10/2023 18:00;10;44;392;109
06/10/2023 19:00;10;2;12;3
06/10/2023 20:00;10;0;0;0
06/10/2023 21:00;10;0;0;0
06/10/2023 22:00;10;0;0;0
06/10/2023 23:00;10;0;0;0
07/10/2023 00:00;10;0;0;0
07/10/2023 01:00;10;0;0;0
07/10/2023 02:00;10;0;0;0
07/10/2023 03:00;10;0;0;0
07/10/2023 04:00;10;0;0;0
07/10/2023 05:00;10;0;0;0
07/10/2023 06:00;-85;0;0;0
07/10/2023 07:00;-78.0535784334212;0;0;0
07/10/2023 08:00;-68.5913833680546;32;347;77
07/10/2023 09:00;-60.0470150751598;62;664;251
07/10/2023 10:00;-51.6139318070315;80;781;421
07/10/2023 11:00;-42.4384590535063;92;842;560
07/10/2023 12:00;-31.3296360559724;99;873;651
07/10/2023 13:00;-16.3099205499092;108;860;678
07/10/2023 14:00;5.6163250561664;101;872;662
07/10/2023 15:00;35.3606976909723;91;854;583
07/10/2023 16:00;64.9342274574088;81;796;451
07/10/2023 17:00;85;63;695;285
07/10/2023 18:00;10;36;449;108
07/10/2023 19:00;10;2;14;3
07/10/2023 20:00;10;0;0;0
07/10/2023 21:00;10;0;0;0
07/10/2023 22:00;10;0;0;0
07/10/2023 23:00;10;0;0;0
08/10/2023 00:00;10;0;0;0
08/10/2023 01:00;10;0;0;0
08/10/2023 02:00;10;0;0;0
08/10/2023 03:00;10;0;0;0
08/10/2023 04:00;10;0;0;0
08/10/2023 05:00;10;0;0;0
08/10/2023 06:00;-85;0;0;0
08/10/2023 07:00;-78.3233494249109;0;0;0
08/10/2023 08:00;-68.8680022873827;35;200;63
08/10/2023 09:00;-60.3309151500129;95;404;207
08/10/2023 10:00;-51.9096804805379;142;494;359
08/10/2023 11:00;-42.7511564571637;118;763;539
08/10/2023 12:00;-31.658409877804;121;815;634
08/10/2023 13:00;-16.6257953247256;129;810;662
08/10/2023 14:00;5.432537903269;122;818;644
08/10/2023 15:00;35.5161583045934;113;790;564
08/10/2023 16:00;65.3695051335406;100;725;434
08/10/2023 17:00;85;77;617;271
08/10/2023 18:00;10;41;370;99
08/10/2023 19:00;10;1;10;2
08/10/2023 20:00;10;0;0;0
08/10/2023 21:00;10;0;0;0
08/10/2023 22:00;10;0;0;0
08/10/2023 23:00;10;0;0;0
09/10/2023 00:00;10;0;0;0
09/10/2023 01:00;10;0;0;0
09/10/2023 02:00;10;0;0;0
09/10/2023 03:00;10;0;0;0
09/10/2023 04:00;10;0;0;0
09/10/2023 05:00;10;0;0;0
09/10/2023 06:00;-44.6868533656082;0;0;0
09/10/2023 07:00;-78.5920592583625;0;0;0
09/10/2023 08:00;-69.1439938823827;33;252;67
09/10/2023 09:00;-60.6146721333473;74;567;232
09/10/2023 10:00;-52.2058996574391;100;693;397
09/10/2023 11:00;-43.0652490345611;116;760;532
09/10/2023 12:00;-31.9901332379292;124;796;621
09/10/2023 13:00;-16.9470423104823;133;792;650
09/10/2023 14:00;5.24213031300493;123;805;633
09/10/2023 15:00;35.6707561266392;115;774;553
09/10/2023 16:00;65.8074226393671;102;707;423
09/10/2023 17:00;85;77;597;262
09/10/2023 18:00;10;39;347;92
09/10/2023 19:00;10;1;8;1
09/10/2023 20:00;10;0;0;0
09/10/2023 21:00;10;0;0;0
09/10/2023 22:00;10;0;0;0
09/10/2023 23:00;10;0;0;0
10/10/2023 00:00;10;0;0;0
10/10/2023 01:00;10;0;0;0
10/10/2023 02:00;10;0;0;0
10/10/2023 03:00;10;0;0;0
10/10/2023 04:00;10;0;0;0
10/10/2023 05:00;10;0;0;0
10/10/2023 06:00;10;0;0;0
10/10/2023 07:00;-78.8597061974965;0;0;0
10/10/2023 08:00;-69.4193344231683;31;230;61
10/10/2023 09:00;-60.8982465965252;81;488;215
10/10/2023 10:00;-52.5025381530273;117;600;372
10/10/2023 11:00;-43.3806799263708;115;757;526
10/10/2023 12:00;-32.3247646648255;118;809;618
10/10/2023 13:00;-17.2737079141443;125;807;648
10/10/2023 14:00;5.04485300685709;118;813;628
10/10/2023 15:00;35.824254340536;108;787;550
10/10/2023 16:00;66.2477701595804;96;721;420
10/10/2023 17:00;85;73;610;258
10/10/2023 18:00;10;37;342;89
10/10/2023 19:00;10;3;10;3
10/10/2023 20:00;10;0;0;0
10/10/2023 21:00;10;0;0;0
10/10/2023 22:00;10;0;0;0
10/10/2023 23:00;10;0;0;0
11/10/2023 00:00;10;0;0;0
11/10/2023 01:00;10;0;0;0
11/10/2023 02:00;10;0;0;0
11/10/2023 03:00;10;0;0;0
11/10/2023 04:00;10;0;0;0
11/10/2023 05:00;10;0;0;0
11/10/2023 06:00;10;0;0;0
11/10/2023 07:00;-79.1262871490711;0;0;0
11/10/2023 08:00;-69.6939986843811;31;206;58
11/10/2023 09:00;-61.1815970724589;98;334;186
11/10/2023 10:00;-52.7995417705518;195;198;278
11/10/2023 11:00;-43.6973876119078;257;208;369
11/10/2023 12:00;-32.6622554319059;263;158;360
11/10/2023 13:00;-17.6058294831008;282;119;359
11/10/2023 14:00;4.84045681630531;214;533;545
11/10/2023 15:00;35.9764077061306;157;629;506
11/10/2023 16:00;66.6903312436985;144;517;374
11/10/2023 17:00;85;100;412;224
11/10/2023 18:00;10;43;142;66
11/10/2023 19:00;10;2;0;2
11/10/2023 20:00;10;0;0;0
11/10/2023 21:00;10;0;0;0
11/10/2023 22:00;10;0;0;0
11/10/2023 23:00;10;0;0;0
12/10/2023 00:00;10;0;0;0
12/10/2023 01:00;10;0;0;0
12/10/2023 02:00;10;0;0;0
12/10/2023 03:00;10;0;0;0
12/10/2023 04:00;10;0;0;0
12/10/2023 05:00;10;0;0;0
12/10/2023 06:00;10;0;0;0
12/10/2023 07:00;-79.3917975720486;0;0;0
12/10/2023 08:00;-69.9679598725839;32;148;51
12/10/2023 09:00;-61.4646799969907;100;277;177
12/10/2023 10:00;-53.0968532428856;157;420;332
12/10/2023 11:00;-44.0153058145477;173;560;473
12/10/2023 12:00;-33.0025493142775;155;707;586
12/10/2023 13:00;-17.9434346525166;162;712;617
12/10/2023 14:00;4.6286933978092;160;700;592
12/10/2023 15:00;36.1269623880824;143;678;517
12/10/2023 16:00;67.1348827977238;124;606;390
12/10/2023 17:00;85;89;493;234
